Name,Height,Weight,Body_mass_index,Games_Played,Goals,Assists,Shots_on_Goal,Points
Mike Bishai,180,84,25.9,14,0.0,2.0,14.0,2.0
Mike Brown,180,92,28.4,407,19.0,17.0,375.0,36.0
Mike Brown,193,102,27.4,34,1.0,2.0,12.0,3.0
Mike Card,183,91,27.2,4,0.0,0.0,0.0,0.0
Mike Commodore,193,106,28.5,484,23.0,83.0,565.0,106.0
Mike Comrie,178,84,26.5,589,168.0,197.0,1255.0,365.0
Mike Craig,185,84,24.5,2,0.0,0.0,2.0,0.0
Mike Crowley,180,86,26.5,39,1.0,10.0,45.0,11.0
Mike Danton,175,87,28.4,87,9.0,5.0,93.0,14.0
Mike Duco,178,88,27.8,18,0.0,2.0,10.0,2.0
Mike Eagles,178,86,27.1,25,2.0,0.0,13.0,2.0
Mike Eastwood,190,98,27.1,379,39.0,70.0,288.0,109.0
Mike Farrell,183,101,30.2,13,0.0,0.0,3.0,0.0
Mike Fisher,185,98,28.6,1104,278.0,311.0,2333.0,589.0
Mike Gaul,185,91,26.6,2,0.0,0.0,3.0,0.0
Mike Glumac,188,91,25.8,40,7.0,6.0,62.0,13.0
Mike Green,185,94,27.5,880,150.0,351.0,1918.0,501.0
Mike Grier,185,103,30.1,833,118.0,174.0,1321.0,292.0
Mike Hoffman,185,82,24.0,493,172.0,187.0,1456.0,359.0
Mike Hurlbut,188,91,25.8,1,0.0,0.0,1.0,0.0
Mike Iggulden,190,98,27.1,12,1.0,4.0,17.0,5.0
Mike Johnson,188,91,25.8,487,92.0,188.0,821.0,280.0
Mike Keane,178,84,26.5,355,42.0,60.0,298.0,102.0
Mike Knuble,190,104,28.8,924,255.0,244.0,1827.0,499.0
Mike Komisarek,193,107,28.7,551,14.0,67.0,479.0,81.0
Mike Leclerc,188,94,26.6,322,63.0,93.0,619.0,156.0
Mike Liambas,178,89,28.1,8,0.0,1.0,3.0,1.0
Mike Lundin,188,86,24.3,252,4.0,32.0,160.0,36.0
Mike Maneluk,180,86,26.5,40,5.0,1.0,33.0,6.0
Mike Matteucci,188,95,26.9,6,0.0,0.0,3.0,0.0
Mike Modano,190,96,26.6,789,250.0,389.0,1899.0,639.0
Mike Moore,185,91,26.6,6,1.0,0.0,5.0,1.0
Mike Mottau,183,88,26.3,321,7.0,51.0,274.0,58.0
Mike Pandolfo,190,99,27.4,3,0.0,0.0,3.0,0.0
Mike Peluso,185,94,27.5,38,4.0,2.0,47.0,6.0
Mike Rathje,196,107,27.9,458,19.0,98.0,511.0,117.0
Mike Ribeiro,183,80,23.9,1074,228.0,565.0,1581.0,793.0
Mike Ricci,183,91,27.2,473,89.0,129.0,593.0,218.0
Mike Richards,180,89,27.5,749,181.0,306.0,1688.0,487.0
Mike Rucinski,180,86,26.5,2,0.0,0.0,2.0,0.0
Mike Rupp,196,109,28.4,610,54.0,45.0,588.0,99.0
Mike Santorelli,183,86,25.7,406,64.0,74.0,709.0,138.0
Mike Siklenka,196,104,27.1,2,0.0,0.0,1.0,0.0
Mike Sillinger,180,89,27.5,599,164.0,189.0,1120.0,353.0
Mike Stapleton,178,82,25.9,114,12.0,18.0,177.0,30.0
Mike Stuart,183,88,26.3,3,0.0,0.0,1.0,0.0
Mike Stutzel,188,98,27.7,9,0.0,0.0,3.0,0.0
Mike Sullivan,188,93,26.3,193,11.0,16.0,146.0,27.0
Mike Van Ryn,185,90,26.3,353,30.0,99.0,554.0,129.0
Mike Vernace,183,98,29.3,22,0.0,1.0,15.0,1.0
Mike Watt,188,96,27.2,68,6.0,7.0,69.0,13.0
Mike Weaver,175,85,27.8,633,8.0,89.0,361.0,97.0
Mike Weber,188,96,27.2,351,9.0,44.0,271.0,53.0
Mike Wilson,198,104,26.5,101,5.0,18.0,105.0,23.0
Mike York,178,84,26.5,579,127.0,195.0,1206.0,322.0
Mike Zigomanis,183,91,27.2,197,21.0,19.0,256.0,40.0
Mikhail Grabovski,178,81,25.6,534,125.0,171.0,1001.0,296.0
Mikhail Kuleshov,190,100,27.7,3,0.0,0.0,4.0,0.0
Mikhail Yakubov,190,92,25.5,53,2.0,10.0,59.0,12.0
Mikkel Boedker,183,95,28.4,709,118.0,209.0,1100.0,327.0
Mikko Eloranta,183,86,25.7,264,32.0,44.0,380.0,76.0
Mikko Jokela,185,98,28.6,1,0.0,0.0,3.0,0.0
Mikko Koivu,190,98,27.1,1028,205.0,504.0,2270.0,709.0
Mikko Lehtonen,185,88,25.7,15,1.0,2.0,14.0,3.0
Mikko Lehtonen,196,92,23.9,2,0.0,0.0,2.0,0.0
Mikko Luoma,190,94,26.0,3,0.0,1.0,4.0,1.0
Milan Bartovic,180,91,28.1,50,3.0,14.0,70.0,17.0
Milan Hejduk,183,86,25.7,938,361.0,396.0,2489.0,757.0
Milan Jurcina,193,109,29.3,430,22.0,59.0,540.0,81.0
Milan Kraft,190,96,26.6,207,41.0,41.0,350.0,82.0
Milan Kytnar,183,85,25.4,1,0.0,0.0,1.0,0.0
Milan Lucic,190,107,29.6,958,206.0,315.0,1555.0,521.0
Milan Michalek,188,103,29.1,747,208.0,238.0,1732.0,446.0
Miroslav Guren,188,97,27.4,24,1.0,2.0,20.0,3.0
Miroslav Satan,190,87,24.1,752,258.0,292.0,2003.0,550.0
Miroslav Zalesak,183,91,27.2,12,1.0,2.0,11.0,3.0
Mitch Callahan,183,88,26.3,5,0.0,0.0,2.0,0.0
Mitch Fritz,203,117,28.4,20,0.0,0.0,2.0,0.0
Morgan Ellis,185,94,27.5,3,0.0,0.0,3.0,0.0
Murray Baron,190,107,29.6,382,9.0,33.0,233.0,42.0
Murray Craven,190,86,23.8,19,0.0,2.0,18.0,2.0
Nate Guenin,190,94,26.0,205,5.0,23.0,108.0,28.0
Nate Prosser,188,92,26.0,354,10.0,37.0,187.0,47.0
Nate Raduns,190,93,25.8,1,0.0,0.0,0.0,0.0
Nate Thompson,183,96,28.7,767,62.0,94.0,863.0,156.0
Nathan Dempsey,183,86,25.7,246,20.0,66.0,406.0,86.0
Nathan Gerbe,163,77,29.0,426,62.0,86.0,1010.0,148.0
Nathan McIver,188,96,27.2,36,0.0,1.0,14.0,1.0
Nathan Oystrick,183,95,28.4,65,5.0,10.0,55.0,15.0
Nathan Paetsch,183,91,27.2,167,7.0,35.0,149.0,42.0
Nathan Perrott,183,102,30.5,89,4.0,5.0,73.0,9.0
Nathan Robinson,175,82,26.8,7,0.0,0.0,6.0,0.0
Nathan Smith,188,93,26.3,26,0.0,0.0,10.0,0.0
Nazem Kadri,183,88,26.3,612,180.0,213.0,1534.0,393.0
Nelson Emerson,180,79,24.4,182,31.0,33.0,393.0,64.0
Nick Bjugstad,198,99,25.2,439,97.0,110.0,1073.0,207.0
Nick Bonino,185,89,26.0,626,122.0,160.0,989.0,282.0
Nick Boynton,185,99,28.9,605,34.0,110.0,914.0,144.0
Nick Drazenovic,183,87,26.0,12,0.0,0.0,10.0,0.0
Nick Foligno,183,95,28.4,908,196.0,270.0,1679.0,466.0
Nick Holden,193,95,25.5,496,45.0,96.0,608.0,141.0
Nick Johnson,188,91,25.8,113,14.0,23.0,196.0,37.0
Nick Leddy,183,91,27.2,720,63.0,242.0,1038.0,305.0
Nick Palmieri,190,100,27.7,87,13.0,12.0,131.0,25.0
Nick Petrecki,190,102,28.2,1,0.0,0.0,0.0,0.0
Nick Schultz,185,92,26.9,1069,30.0,145.0,815.0,175.0
Nick Smith,188,89,25.2,15,0.0,0.0,2.0,0.0
Nick Spaling,185,91,26.6,437,52.0,72.0,493.0,124.0
Nick Tselios,196,98,25.5,2,0.0,0.0,3.0,0.0
Nicklas Backstrom,185,97,28.3,956,243.0,684.0,2034.0,927.0
Nicklas Grossmann,193,104,27.9,592,13.0,73.0,434.0,86.0
Nicklas Lidstrom,185,88,25.7,952,163.0,556.0,2426.0,719.0
Niclas Bergfors,178,91,28.7,173,35.0,48.0,389.0,83.0
Niclas Havelid,183,91,27.2,628,34.0,137.0,751.0,171.0
Niclas Wallin,190,100,27.7,614,21.0,58.0,586.0,79.0
Nicolas Blanchard,190,93,25.8,9,0.0,0.0,6.0,0.0
Nicolas Deschamps,185,92,26.9,3,0.0,0.0,2.0,0.0
Nicolas Deslauriers,185,98,28.6,376,31.0,31.0,393.0,62.0
Nigel Dawes,175,91,29.7,212,39.0,45.0,351.0,84.0
Nik Antropov,198,111,28.3,788,193.0,272.0,1372.0,465.0
Nikita Alexeev,196,102,26.6,159,20.0,17.0,216.0,37.0
Nikita Filatov,183,86,25.7,53,6.0,8.0,58.0,14.0
Nikita Nikitin,190,98,27.1,259,17.0,59.0,396.0,76.0
Niklas Andersson,175,82,26.8,35,3.0,9.0,39.0,12.0
Niklas Hagman,183,95,28.4,770,147.0,154.0,1493.0,301.0
Niklas Hjalmarsson,190,89,24.6,780,25.0,142.0,694.0,167.0
Niklas Kronwall,183,88,26.3,953,83.0,349.0,1272.0,432.0
Niklas Nordgren,180,84,25.9,58,4.0,2.0,38.0,6.0
Niklas Sundstrom,183,86,25.7,435,52.0,134.0,456.0,186.0
Niko Dimitrakos,178,93,29.4,158,24.0,38.0,247.0,62.0
Niko Kapanen,175,82,26.8,397,36.0,90.0,401.0,126.0
Nikolay Kulemin,185,102,29.8,669,121.0,153.0,995.0,274.0
Nikolay Zherdev,188,92,26.0,421,115.0,146.0,1103.0,261.0
Nils Ekman,183,82,24.5,264,60.0,91.0,506.0,151.0
Nino Niederreiter,188,95,26.9,601,137.0,153.0,1155.0,290.0
Noah Clarke,175,84,27.4,21,3.0,1.0,20.0,4.0
Noah Welch,193,99,26.6,75,4.0,5.0,46.0,9.0
Nolan Baumgartner,188,93,26.3,133,7.0,39.0,128.0,46.0
Nolan Pratt,190,94,26.0,499,8.0,38.0,261.0,46.0
Nolan Yonkman,198,115,29.3,76,1.0,9.0,36.0,10.0
Norm Milley,183,88,26.3,29,2.0,4.0,32.0,6.0
Ole-Kristian Tollefsen,188,96,27.2,163,4.0,8.0,87.0,12.0
Oleg Kvasha,196,104,27.1,425,69.0,123.0,751.0,192.0
Oleg Petrov,175,78,25.5,270,52.0,89.0,530.0,141.0
Oleg Saprykin,185,86,25.1,325,55.0,82.0,649.0,137.0
Oleg Tverdovsky,185,96,28.1,385,43.0,133.0,681.0,176.0
Oliver Ekman-Larsson,188,91,25.8,723,125.0,239.0,1647.0,364.0
Oliver Lauridsen,198,100,25.5,16,2.0,1.0,16.0,3.0
Olivier Magnan,188,95,26.9,18,0.0,0.0,8.0,0.0
Olli Jokinen,188,95,26.9,1157,312.0,417.0,3244.0,729.0
Olli Malmivaara,201,100,24.8,2,0.0,0.0,0.0,0.0
Oscar Moller,180,82,25.3,87,12.0,14.0,150.0,26.0
Oskar Osala,193,98,26.3,3,0.0,0.0,2.0,0.0
Oskars Bartulis,188,83,23.5,66,1.0,8.0,33.0,9.0
Ossi Vaananen,193,98,26.3,479,13.0,55.0,290.0,68.0
Owen Fussey,183,88,26.3,4,0.0,1.0,6.0,1.0
Owen Nolan,185,94,27.5,635,212.0,239.0,1659.0,451.0
P.A. Parenteau,183,91,27.2,491,114.0,182.0,976.0,296.0
P.J. Axelsson,185,84,24.5,638,88.0,155.0,1069.0,243.0
P.J. Stock,178,89,28.1,192,3.0,18.0,80.0,21.0
P.K. Subban,183,95,28.4,713,105.0,321.0,1750.0,426.0
Pascal Dupuis,185,91,26.6,871,190.0,219.0,1918.0,409.0
Pascal Pelletier,180,87,26.9,16,0.0,0.0,16.0,0.0
Pascal Rheaume,185,100,29.2,208,23.0,25.0,243.0,48.0
Pascal Trepanier,180,86,26.5,169,10.0,17.0,207.0,27.0
Pat Falloon,180,91,28.1,63,9.0,22.0,92.0,31.0
Pat Kavanagh,190,87,24.1,14,2.0,0.0,6.0,2.0
Pat Leahy,190,91,25.2,50,4.0,4.0,48.0,8.0
Pat Verbeek,175,86,28.1,199,44.0,54.0,332.0,98.0
Patric Hornqvist,180,86,26.5,770,238.0,242.0,2471.0,480.0
Patric Kjellberg,190,95,26.3,316,53.0,76.0,451.0,129.0
Patrice Bergeron,185,88,25.7,1089,352.0,517.0,3250.0,869.0
Patrice Brisebois,188,92,26.0,564,56.0,186.0,815.0,242.0
Patrice Cormier,188,98,27.7,52,1.0,4.0,44.0,5.0
Patrick Boileau,183,92,27.5,43,5.0,10.0,59.0,15.0
Patrick Bordeleau,198,102,26.0,129,8.0,8.0,61.0,16.0
Patrick Cote,190,100,27.7,27,0.0,0.0,8.0,0.0
Patrick Coulombe,178,84,26.5,7,0.0,1.0,11.0,1.0
Patrick Davis,188,88,24.9,9,1.0,0.0,8.0,1.0
Patrick Dwyer,180,79,24.4,416,42.0,51.0,617.0,93.0
Patrick Eaves,183,91,27.2,633,132.0,110.0,1168.0,242.0
Patrick Holland,183,84,25.1,5,0.0,0.0,2.0,0.0
Patrick Kaleta,183,90,26.9,348,27.0,27.0,324.0,54.0
Patrick Kane,178,80,25.2,973,389.0,633.0,3206.0,1022.0
Patrick Marleau,188,98,27.7,1568,528.0,583.0,4055.0,1111.0
Patrick Maroon,190,103,28.5,513,97.0,132.0,856.0,229.0
Patrick O'Sullivan,180,86,26.5,334,58.0,103.0,846.0,161.0
Patrick Poulin,185,98,28.6,162,19.0,21.0,162.0,40.0
Patrick Rissmiller,193,98,26.3,192,18.0,28.0,263.0,46.0
Patrick Sharp,185,90,26.3,939,287.0,333.0,2706.0,620.0
Patrick Thoresen,180,85,26.2,106,6.0,18.0,112.0,24.0
Patrick Traverse,193,95,25.5,228,13.0,42.0,223.0,55.0
Patrick Wiercioch,196,92,23.9,268,16.0,58.0,379.0,74.0
Patrik Berglund,193,101,27.1,717,170.0,156.0,1368.0,326.0
Patrik Elias,185,88,25.7,1074,371.0,562.0,2958.0,933.0
Patrik Stefan,188,93,26.3,455,64.0,124.0,605.0,188.0
Paul Bissonnette,190,98,27.1,202,7.0,15.0,100.0,22.0
Paul Brousseau,188,92,26.0,1,0.0,0.0,0.0,0.0
Paul Byron,173,72,24.1,448,89.0,96.0,511.0,185.0
Paul Coffey,183,93,27.8,87,11.0,33.0,183.0,44.0
Paul Comrie,178,83,26.2,15,1.0,2.0,11.0,3.0
Paul Gaustad,196,100,26.0,727,89.0,142.0,958.0,231.0
Paul Healey,188,91,25.8,71,6.0,14.0,72.0,20.0
Paul Kariya,178,80,25.2,687,234.0,377.0,2154.0,611.0
Paul Kruse,185,98,28.6,12,0.0,0.0,7.0,0.0
Paul Laus,185,96,28.1,147,8.0,13.0,101.0,21.0
Paul Manning,193,94,25.2,8,0.0,0.0,4.0,0.0
Paul Mara,193,96,25.8,734,63.0,188.0,1022.0,251.0
Paul Martin,185,91,26.6,870,50.0,270.0,946.0,320.0
Paul Postma,190,88,24.4,205,10.0,25.0,183.0,35.0
Paul Ranger,190,95,26.3,323,24.0,82.0,407.0,106.0
Paul Ranheim,185,95,27.8,306,27.0,32.0,367.0,59.0
Paul Stastny,183,92,27.5,945,250.0,476.0,2004.0,726.0
Paul Szczechura,178,84,26.5,92,10.0,10.0,145.0,20.0
Pavel Brendl,185,93,27.2,78,11.0,11.0,130.0,22.0
Pavel Bure,178,86,27.1,263,170.0,115.0,1167.0,285.0
Pavel Datsyuk,180,90,27.8,953,314.0,604.0,2245.0,918.0
Pavel Kolarik,185,94,27.5,23,0.0,0.0,7.0,0.0
Pavel Kubina,193,117,31.4,892,100.0,262.0,1621.0,362.0
Pavel Patera,185,82,24.0,32,2.0,7.0,32.0,9.0
Pavel Rosa,180,85,26.2,7,1.0,1.0,9.0,2.0
Pavel Skrbek,190,98,27.1,8,0.0,0.0,2.0,0.0
Pavel Torgajev,183,86,25.7,14,0.0,4.0,18.0,4.0
Pavel Trnka,188,93,26.3,300,11.0,55.0,315.0,66.0
Pavel Vorobiev,183,88,26.3,57,10.0,15.0,107.0,25.0
Pavol Demitra,183,93,27.8,637,230.0,368.0,1642.0,598.0
Per Ledin,183,88,26.3,3,0.0,0.0,2.0,0.0
Per Svartvadet,188,93,26.3,247,17.0,34.0,261.0,51.0
Peter Bartos,183,84,25.1,13,4.0,2.0,18.0,6.0
Peter Bondra,185,91,26.6,471,187.0,160.0,1458.0,347.0
Peter Ferraro,175,82,26.8,9,0.0,2.0,6.0,2.0
Peter Forsberg,183,93,27.8,364,121.0,324.0,783.0,445.0
Peter Harrold,180,82,25.3,274,13.0,29.0,267.0,42.0
Peter Holland,188,88,24.9,266,36.0,49.0,410.0,85.0
Peter Mueller,188,93,26.3,297,63.0,97.0,676.0,160.0
Peter Olvecky,188,88,24.9,32,2.0,5.0,19.0,7.0
Peter Popovic,198,110,28.1,114,2.0,11.0,57.0,13.0
Peter Ratchuk,185,84,24.5,8,0.0,0.0,11.0,0.0
Peter Regin,188,86,24.3,243,23.0,44.0,353.0,67.0
Peter Sarno,180,84,25.9,7,1.0,0.0,5.0,1.0
Peter Schaefer,180,88,27.2,547,95.0,158.0,839.0,253.0
Peter Sejna,180,90,27.8,49,7.0,4.0,82.0,11.0
Peter Smrek,185,98,28.6,28,2.0,4.0,16.0,6.0
Peter Vandermeer,183,88,26.3,2,0.0,0.0,0.0,0.0
Peter White,180,91,28.1,155,13.0,25.0,117.0,38.0
Peter Worrell,201,113,28.0,310,15.0,22.0,280.0,37.0
Petr Buzek,185,95,27.8,153,9.0,22.0,185.0,31.0
Petr Cajanek,180,87,26.9,269,46.0,107.0,533.0,153.0
Petr Hubacek,188,83,23.5,6,1.0,0.0,5.0,1.0
Petr Kalus,185,91,26.6,11,4.0,1.0,8.0,5.0
Petr Kanko,178,91,28.7,10,1.0,0.0,7.0,1.0
Petr Mika,193,88,23.6,3,0.0,0.0,1.0,0.0
Petr Nedved,190,89,24.6,485,132.0,201.0,1130.0,333.0
Petr Prucha,183,79,23.6,346,78.0,68.0,560.0,146.0
Petr Schastlivy,185,94,27.5,129,18.0,22.0,207.0,40.0
Petr Svoboda,188,90,25.5,89,3.0,26.0,109.0,29.0
Petr Svoboda,190,91,25.2,18,1.0,2.0,17.0,3.0
Petr Sykora,183,86,25.7,797,259.0,309.0,2241.0,568.0
Petr Sykora,190,93,25.8,10,2.0,2.0,9.0,4.0
Petr Taticek,190,94,26.0,3,0.0,0.0,3.0,0.0
Petr Tenkrat,180,91,28.1,177,22.0,30.0,256.0,52.0
Petr Vrana,178,79,24.9,16,1.0,0.0,6.0,1.0
Petri Kontiola,183,93,27.8,12,0.0,5.0,13.0,5.0
Petteri Nokelainen,185,91,26.6,245,20.0,21.0,234.0,41.0
Petteri Nummelin,178,87,27.5,139,9.0,36.0,199.0,45.0
Petteri Wirtanen,185,92,26.9,3,1.0,0.0,1.0,1.0
Phil Crowe,188,100,28.3,4,0.0,0.0,1.0,0.0
Phil Housley,178,84,26.5,285,36.0,121.0,646.0,157.0
Phil Kessel,183,92,27.5,1066,371.0,490.0,3410.0,861.0
Phil Oreskovic,190,98,27.1,10,1.0,1.0,12.0,2.0
Phil Varone,178,88,27.8,97,8.0,9.0,80.0,17.0
Philip Larsen,185,83,24.2,151,9.0,28.0,190.0,37.0
Philip McRae,188,91,25.8,15,1.0,2.0,13.0,3.0
Philippe Boucher,190,100,27.7,474,64.0,140.0,1046.0,204.0
Philippe Cornet,183,89,26.6,2,0.0,1.0,0.0,1.0
Philippe Dupuis,183,89,26.6,116,6.0,12.0,146.0,18.0
Pierre Dagenais,196,98,25.5,142,35.0,23.0,325.0,58.0
Pierre Hedin,185,90,26.3,3,0.0,1.0,4.0,1.0
Pierre Turgeon,185,90,26.3,417,118.0,212.0,736.0,330.0
Pierre-Cedric Labrie,188,100,28.3,46,2.0,3.0,23.0,5.0
Pierre-Luc Letourneau-Leblond,188,95,26.9,41,0.0,3.0,16.0,3.0
Pierre-Marc Bouchard,180,78,24.1,593,110.0,246.0,979.0,356.0
Prestin Ryan,183,88,26.3,1,0.0,0.0,0.0,0.0
Quintin Laing,188,91,25.8,79,3.0,8.0,91.0,11.0
Quinton Howden,188,86,24.3,97,10.0,7.0,104.0,17.0
R.J. Umberger,188,97,27.4,779,180.0,212.0,1696.0,392.0
Radek Bonk,190,95,26.3,652,147.0,238.0,1147.0,385.0
Radek Dvorak,188,88,24.9,959,165.0,280.0,1904.0,445.0
Radek Martinek,188,95,26.9,486,25.0,85.0,570.0,110.0
Radek Smolenak,190,82,22.7,7,0.0,1.0,15.0,1.0
Radim Bicanek,185,95,27.8,80,1.0,10.0,62.0,11.0
Radim Vrbata,185,88,25.7,1057,284.0,339.0,3103.0,623.0
Radko Gudas,183,93,27.8,479,26.0,94.0,839.0,120.0
Radoslav Hecl,190,92,25.5,14,0.0,0.0,3.0,0.0
Radoslav Suchy,188,90,25.5,451,13.0,58.0,281.0,71.0
Radovan Somik,188,88,24.9,113,12.0,20.0,136.0,32.0
Raffi Torres,183,94,28.1,635,137.0,123.0,1039.0,260.0
Raitis Ivanans,193,109,29.3,282,12.0,6.0,128.0,18.0
Ramzi Abid,188,98,27.7,68,14.0,16.0,112.0,30.0
Randy Jones,188,95,26.9,365,20.0,85.0,371.0,105.0
Randy McKay,188,95,26.9,288,52.0,67.0,361.0,119.0
Randy Robitaille,180,91,28.1,522,84.0,170.0,876.0,254.0
Rasmus Rissanen,190,98,27.1,6,0.0,0.0,3.0,0.0
Ray Bourque,183,99,29.6,159,25.0,86.0,476.0,111.0
Ray Ferraro,175,91,29.7,238,62.0,95.0,441.0,157.0
Ray Giroux,185,86,25.1,38,0.0,13.0,63.0,13.0
Ray Macias,188,88,24.9,8,0.0,1.0,4.0,1.0
Ray Schultz,188,98,27.7,28,0.0,3.0,6.0,3.0
Ray Sheppard,185,88,25.7,47,10.0,10.0,74.0,20.0
Ray Whitney,178,82,25.9,972,278.0,536.0,2365.0,814.0
Raymond Sawada,188,94,26.6,11,1.0,0.0,5.0,1.0
Reed Low,193,100,26.9,256,3.0,16.0,132.0,19.0
Reid Simpson,188,98,27.7,143,9.0,3.0,71.0,12.0
Rem Murray,188,91,25.8,339,53.0,74.0,492.0,127.0
Rene Bourque,188,98,27.7,725,163.0,153.0,1559.0,316.0
Rene Corbet,183,88,26.3,95,13.0,19.0,194.0,32.0
Reto Von Arx,178,80,25.2,19,3.0,1.0,12.0,4.0
Rhett Rakhshani,178,86,27.1,7,0.0,0.0,5.0,0.0
Rhett Warrener,185,94,27.5,484,19.0,59.0,452.0,78.0
Ric Jackman,188,90,25.5,231,19.0,58.0,312.0,77.0
Ricard Persson,185,91,26.6,108,3.0,23.0,108.0,26.0
Rich Brennan,188,91,25.8,13,0.0,1.0,13.0,1.0
Rich Clune,180,99,30.6,139,7.0,15.0,92.0,22.0
Rich Peverley,180,88,27.2,442,84.0,157.0,865.0,241.0
Rich Pilon,188,98,27.7,131,2.0,17.0,43.0,19.0
Richard Lintner,190,97,26.9,112,8.0,12.0,184.0,20.0
Richard Matvichuk,190,98,27.1,436,20.0,84.0,454.0,104.0
Richard Panik,185,94,27.5,469,84.0,97.0,714.0,181.0
Richard Park,180,86,26.5,647,97.0,129.0,1056.0,226.0
Richard Petiot,190,98,27.1,15,0.0,3.0,12.0,3.0
Richard Scott,188,95,26.9,10,0.0,0.0,2.0,0.0
Richard Smehlik,193,101,27.1,235,10.0,38.0,208.0,48.0
Richard Zednik,183,91,27.2,619,172.0,161.0,1611.0,333.0
Richie Regehr,185,93,27.2,20,1.0,3.0,16.0,4.0
Rick Berry,188,97,27.4,197,2.0,13.0,142.0,15.0
Rick Mrozik,188,97,27.4,2,0.0,0.0,2.0,0.0
Rick Nash,193,100,26.9,1060,437.0,368.0,3624.0,805.0
Rick Rypien,180,87,26.9,119,9.0,7.0,97.0,16.0
Rick Tocchet,183,95,28.4,154,29.0,44.0,216.0,73.0
Rickard Wallin,188,84,23.8,79,8.0,11.0,89.0,19.0
Rico Fata,180,91,28.1,210,27.0,35.0,321.0,62.0
Riley Armstrong,180,86,26.5,2,0.0,0.0,1.0,0.0
Riley Cote,185,95,27.8,156,1.0,6.0,51.0,7.0
Riley Nash,185,91,26.6,541,61.0,104.0,675.0,165.0
Riley Sheahan,190,101,28.0,513,66.0,98.0,712.0,164.0
Rob Blake,193,102,27.4,739,137.0,317.0,2330.0,454.0
Rob Brown,180,84,25.9,50,10.0,13.0,73.0,23.0
Rob Collins,178,79,24.9,8,1.0,1.0,8.0,2.0
Rob Davison,190,100,27.7,219,3.0,15.0,145.0,18.0
Rob DiMaio,178,86,27.1,396,41.0,80.0,502.0,121.0
Rob Globke,188,94,26.6,46,1.0,1.0,37.0,2.0
Rob Klinkhammer,190,97,26.9,193,22.0,21.0,238.0,43.0
Rob Niedermayer,188,92,26.0,783,107.0,161.0,1191.0,268.0
Rob Ray,183,101,30.2,255,8.0,12.0,90.0,20.0
Rob Schremp,178,83,26.2,114,20.0,34.0,165.0,54.0
Rob Scuderi,185,98,28.6,783,8.0,102.0,437.0,110.0
Rob Shearer,178,86,27.1,2,0.0,0.0,0.0,0.0
Rob Skrlac,196,111,28.9,8,1.0,0.0,3.0,1.0
Rob Valicevic,188,94,26.6,174,24.0,18.0,195.0,42.0
Rob Zamuner,190,91,25.2,314,54.0,54.0,467.0,108.0
Robbie Earl,180,90,27.8,47,6.0,1.0,44.0,7.0
Robert Bortuzzo,193,100,26.9,377,16.0,42.0,398.0,58.0
Robert Dome,183,98,29.3,23,2.0,5.0,28.0,7.0
Robert Kron,180,86,26.5,199,25.0,49.0,360.0,74.0
Robert Lang,190,98,27.1,716,212.0,367.0,1497.0,579.0
Robert Nilsson,180,83,25.6,252,37.0,81.0,361.0,118.0
Robert Petrovicky,180,78,24.1,54,7.0,10.0,53.0,17.0
Robert Reichel,178,82,25.9,228,43.0,80.0,363.0,123.0
Robert Schnabel,196,104,27.1,22,0.0,3.0,10.0,3.0
Robert Svehla,185,95,27.8,328,29.0,122.0,493.0,151.0
Robyn Regehr,190,102,28.2,1089,36.0,163.0,1112.0,199.0
Rocky Thompson,183,91,27.2,10,0.0,0.0,1.0,0.0
Rod Brind'Amour,185,93,27.2,706,179.0,302.0,1423.0,481.0
Roman Hamrlik,188,93,26.3,902,89.0,306.0,1694.0,395.0
Roman Horak,183,86,25.7,84,6.0,13.0,83.0,19.0
Roman Josi,185,87,25.4,632,109.0,304.0,1731.0,413.0
Roman Lyashenko,183,89,26.6,139,14.0,9.0,119.0,23.0
Roman Polak,185,107,31.3,806,26.0,114.0,799.0,140.0
Roman Simicek,185,86,25.1,63,7.0,10.0,37.0,17.0
Roman Tvrdon,185,89,26.0,9,0.0,1.0,7.0,1.0
Roman Wick,188,87,24.6,7,0.0,0.0,4.0,0.0
Ron Francis,190,91,25.2,402,100.0,212.0,692.0,312.0
Ron Hainsey,190,95,26.3,1132,59.0,252.0,1416.0,311.0
Ron Sutter,183,82,24.5,99,6.0,9.0,84.0,15.0
Ronald Petrovicky,180,86,26.5,342,41.0,51.0,372.0,92.0
Ronnie Stern,183,91,27.2,67,4.0,5.0,63.0,9.0
Rory Fitzpatrick,188,95,26.9,236,10.0,22.0,205.0,32.0
Ross Lupaschuk,185,96,28.1,3,0.0,0.0,3.0,0.0
Rostislav Klesla,190,101,28.0,659,48.0,111.0,922.0,159.0
Rostislav Olesz,185,97,28.3,365,57.0,77.0,741.0,134.0
Rudy Poeschek,188,100,28.3,12,0.0,0.0,8.0,0.0
Rumun Ndur,188,102,28.9,27,1.0,0.0,6.0,1.0
Ruslan Fedotenko,188,88,24.9,863,173.0,193.0,1441.0,366.0
Ruslan Salei,185,96,28.1,747,38.0,134.0,1080.0,172.0
Ryan Barnes,185,91,26.6,2,0.0,0.0,0.0,0.0
Ryan Bayda,180,84,25.9,179,16.0,24.0,244.0,40.0
Ryan Bonni,193,86,23.1,3,0.0,0.0,1.0,0.0
Ryan Bourque,175,84,27.4,1,0.0,0.0,1.0,0.0
