Name,Position,Height,Weight,Body_mass_index,Games_Played,Goals,Assists,Shots_on_Goal
Aaron Downey,Right_wing,185,98,28.6,243,8.0,10.0,85.0
Aaron Gagnon,Centre,180,85,26.2,38,3.0,2.0,28.0
Aaron Gavey,Centre,188,86,24.3,197,23.0,32.0,224.0
Aaron MacKenzie,Defence,183,88,26.3,5,0.0,0.0,3.0
Aaron Miller,Defence,190,94,26.0,475,13.0,64.0,353.0
Aaron Ness,Defence,178,83,26.2,71,1.0,6.0,50.0
Aaron Palushaj,Right_wing,183,85,25.4,68,3.0,11.0,71.0
Aaron Rome,Defence,185,100,29.2,226,6.0,22.0,194.0
Aaron Volpatti,Left_wing,185,92,26.9,114,5.0,2.0,63.0
Aaron Voros,Left_wing,193,98,26.3,162,18.0,19.0,148.0
Aaron Ward,Defence,188,98,27.7,672,33.0,88.0,543.0
Adam Almqvist,Defence,180,78,24.1,2,1.0,0.0,2.0
Adam Berti,Left_wing,190,94,26.0,2,0.0,0.0,1.0
Adam Burish,Right_wing,185,88,25.7,378,27.0,33.0,414.0
Adam Burt,Defence,188,95,26.9,94,1.0,8.0,67.0
Adam Cracknell,Right_wing,190,95,26.3,210,21.0,22.0,245.0
Adam Deadmarsh,Right_wing,183,95,28.4,224,77.0,79.0,473.0
Adam Foote,Defence,188,100,28.3,655,43.0,152.0,697.0
Adam Graves,Left_wing,183,93,27.8,322,59.0,56.0,587.0
Adam Hall,Right_wing,190,97,26.9,682,69.0,87.0,978.0
Adam Henrique,Centre,183,88,26.3,665,186.0,192.0,1208.0
Adam Mair,Centre,185,94,27.5,615,38.0,76.0,579.0
Adam McQuaid,Defence,193,95,25.5,512,16.0,57.0,403.0
Adam Oates,Centre,180,86,26.5,370,53.0,241.0,366.0
Adam Pardy,Defence,193,100,26.9,342,4.0,48.0,251.0
Adam Pineault,Right_wing,185,91,26.6,3,0.0,0.0,5.0
Adrian Aucoin,Defence,188,98,27.7,871,85.0,234.0,1668.0
Aki Berg,Defence,190,97,26.9,442,13.0,49.0,339.0
Akim Aliu,Centre,190,93,25.8,7,2.0,1.0,5.0
Al MacInnis,Defence,185,93,27.2,274,50.0,159.0,1002.0
Alain Nasreddine,Defence,185,93,27.2,59,1.0,4.0,35.0
Alan Letang,Defence,185,92,26.9,14,0.0,0.0,3.0
Alec Martinez,Defence,185,95,27.8,607,64.0,142.0,902.0
Aleksander Suglobov,Right_wing,183,91,27.2,18,1.0,0.0,24.0
Aleksey Morozov,Right_wing,185,93,27.2,308,62.0,112.0,513.0
Ales Hemsky,Right_wing,183,83,24.8,845,174.0,398.0,1650.0
Ales Kotalik,Right_wing,185,102,29.8,542,136.0,148.0,1373.0
Ales Pisa,Defence,183,88,26.3,53,1.0,3.0,40.0
Alex Biega,Defence,178,90,28.4,228,4.0,35.0,330.0
Alex Bolduc,Centre,190,91,25.2,65,2.0,3.0,63.0
Alex Brooks,Defence,185,88,25.7,19,0.0,1.0,4.0
Alex Burrows,Left_wing,185,85,24.8,913,205.0,204.0,1736.0
Alex Foster,Left_wing,185,86,25.1,3,0.0,0.0,1.0
Alex Friesen,Centre,175,84,27.4,1,0.0,0.0,1.0
Alex Goligoski,Defence,180,84,25.9,868,80.0,327.0,1367.0
Alex Grant,Defence,193,93,25.0,7,2.0,0.0,6.0
Alex Henry,Defence,198,104,26.5,177,2.0,9.0,86.0
Alex Hicks,Left_wing,183,86,25.7,8,1.0,2.0,6.0
Alex Killorn,Centre,188,90,25.5,585,131.0,179.0,1154.0
Alex Korolyuk,Left_wing,175,86,28.1,222,48.0,59.0,421.0
Alex Kovalev,Right_wing,185,102,29.8,851,291.0,417.0,2484.0
Alex Ovechkin,Left_wing,190,108,29.9,1152,706.0,572.0,5545.0
Alex Petrovic,Defence,193,93,25.0,263,5.0,45.0,253.0
Alex Pietrangelo,Defence,190,93,25.8,758,109.0,341.0,1801.0
Alex Plante,Defence,193,102,27.4,10,0.0,2.0,9.0
Alex Tanguay,Left_wing,185,88,25.7,1088,283.0,580.0,1525.0
Alex Zhamnov,Centre,185,93,27.2,352,85.0,195.0,764.0
Alexander Burmistrov,Centre,185,82,24.0,348,37.0,64.0,435.0
Alexander Edler,Defence,190,98,27.1,873,99.0,302.0,1922.0
Alexander Frolov,Left_wing,188,95,26.9,579,175.0,222.0,1274.0
Alexander Karpovtsev,Defence,190,100,27.7,260,10.0,54.0,217.0
Alexander Kharitonov,Left_wing,175,77,25.1,71,7.0,15.0,108.0
Alexander Khavanov,Defence,185,87,25.4,348,27.0,75.0,375.0
Alexander Mogilny,Right_wing,183,95,28.4,344,144.0,174.0,939.0
Alexander Nikulin,Centre,185,92,26.9,3,0.0,0.0,1.0
Alexander Perezhogin,Right_wing,183,96,28.7,128,15.0,19.0,212.0
Alexander Radulov,Right_wing,185,91,26.6,442,136.0,198.0,1005.0
Alexander Selivanov,Right_wing,183,94,28.1,126,35.0,31.0,226.0
Alexander Semin,Right_wing,188,95,26.9,650,239.0,278.0,1871.0
Alexander Steen,Left_wing,183,96,28.7,1018,245.0,377.0,2431.0
Alexander Sulzer,Defence,185,90,26.3,131,7.0,15.0,121.0
Alexander Svitov,Centre,190,103,28.5,179,13.0,24.0,204.0
Alexander Urbom,Defence,193,98,26.3,34,3.0,1.0,24.0
Alexander Vasyunov,Left_wing,185,93,27.2,18,1.0,4.0,18.0
Alexandre Boikov,Defence,183,90,26.9,10,0.0,0.0,4.0
Alexandre Daigle,Right_wing,183,88,26.3,215,37.0,75.0,304.0
Alexandre Giroux,Left_wing,190,92,25.5,48,6.0,6.0,79.0
Alexandre Picard,Defence,188,100,28.3,253,19.0,50.0,291.0
Alexandre Picard,Left_wing,188,93,26.3,67,0.0,2.0,53.0
Alexandre Volchkov,Right_wing,188,94,26.6,3,0.0,0.0,1.0
Alexei Gusarov,Defence,188,91,25.8,85,3.0,10.0,51.0
Alexei Mikhnov,Right_wing,196,99,25.8,2,0.0,0.0,0.0
Alexei Ponikarovsky,Left_wing,193,102,27.4,678,139.0,184.0,1327.0
Alexei Semenov,Defence,198,107,27.3,211,7.0,26.0,159.0
Alexei Smirnov,Right_wing,193,99,26.6,52,3.0,3.0,54.0
Alexei Tezikov,Defence,185,94,27.5,25,1.0,1.0,18.0
Alexei Vasiliev,Defence,185,87,25.4,1,0.0,0.0,0.0
Alexei Yashin,Centre,190,100,27.7,428,159.0,219.0,1380.0
Alexei Zhitnik,Defence,180,98,30.2,575,33.0,175.0,1020.0
Allan Rourke,Defence,185,98,28.6,55,1.0,4.0,31.0
Alyn McCauley,Centre,180,91,28.1,389,54.0,72.0,512.0
Anders Eriksson,Defence,190,102,28.2,410,13.0,116.0,441.0
Anders Lee,Left_wing,190,100,27.7,493,172.0,129.0,1248.0
Anders Myrvold,Defence,188,93,26.3,20,0.0,2.0,14.0
Andre Deveaux,Centre,190,109,30.2,31,0.0,2.0,18.0
Andre Roy,Left_wing,193,102,27.4,502,35.0,31.0,337.0
Andre Savage,Centre,183,88,26.3,60,9.0,14.0,84.0
Andreas Dackell,Right_wing,180,88,27.2,375,49.0,87.0,378.0
Andreas Engqvist,Centre,193,89,23.9,15,0.0,0.0,4.0
Andreas Johansson,Left_wing,183,92,27.5,213,51.0,52.0,398.0
Andreas Karlsson,Centre,193,93,25.0,264,16.0,35.0,254.0
Andreas Lilja,Defence,190,104,28.8,580,16.0,71.0,498.0
Andreas Nodl,Right_wing,185,89,26.0,183,15.0,21.0,207.0
Andreas Salomonsson,Left_wing,183,84,25.1,71,5.0,9.0,78.0
Andreas Thuresson,Right_wing,185,96,28.1,25,1.0,2.0,32.0
Andrei Bashkirov,Left_wing,183,98,29.3,20,0.0,3.0,22.0
Andrei Kostitsyn,Right_wing,183,97,29.0,398,103.0,119.0,826.0
Andrei Kovalenko,Right_wing,178,98,30.9,152,31.0,45.0,233.0
Andrei Loktionov,Centre,178,82,25.9,155,22.0,26.0,212.0
Andrei Markov,Defence,183,88,26.3,990,119.0,453.0,1627.0
Andrei Nazarov,Right_wing,196,110,28.6,326,22.0,33.0,281.0
Andrei Nikolishin,Centre,183,102,30.5,346,48.0,84.0,530.0
Andrei Skopintsev,Defence,185,91,26.6,21,1.0,3.0,10.0
Andrei Zyuzin,Defence,185,95,27.8,415,29.0,74.0,567.0
Andrej Nedorost,Left_wing,185,90,26.3,28,2.0,3.0,38.0
Andrej Nestrasil,Right_wing,190,91,25.2,128,17.0,31.0,214.0
Andrej Podkonicky,Centre,188,92,26.0,8,1.0,0.0,6.0
Andrej Sekera,Defence,183,91,27.2,764,47.0,197.0,1032.0
Andrew Agozzino,Left_wing,178,85,26.8,43,2.0,6.0,25.0
Andrew Alberts,Defence,196,93,24.2,459,8.0,47.0,252.0
Andrew Brunette,Left_wing,185,95,27.8,971,239.0,423.0,1370.0
Andrew Campbell,Defence,193,93,25.0,42,0.0,2.0,33.0
Andrew Cassels,Centre,185,84,24.5,366,70.0,204.0,510.0
Andrew Cogliano,Centre,178,83,26.2,1012,165.0,234.0,1625.0
Andrew Crescenzi,Left_wing,196,94,24.5,2,0.0,0.0,0.0
Andrew Ebbett,Centre,175,79,25.8,224,26.0,45.0,278.0
Andrew Gordon,Right_wing,183,90,26.9,55,3.0,4.0,46.0
Andrew Hutchinson,Defence,188,88,24.9,140,12.0,27.0,162.0
Andrew Joudrey,Centre,180,84,25.9,1,0.0,0.0,1.0
Andrew Ladd,Left_wing,185,88,25.7,950,249.0,289.0,2094.0
Andrew MacDonald,Defence,185,86,25.1,586,28.0,133.0,594.0
Andrew Murray,Centre,188,99,28.0,221,24.0,16.0,290.0
Andrew Peters,Left_wing,193,104,27.9,229,4.0,3.0,87.0
Andrey Zubarev,Defence,185,92,26.9,4,0.0,1.0,2.0
Andy Delmore,Defence,183,91,27.2,281,43.0,57.0,545.0
Andy Greene,Defence,180,86,26.5,933,49.0,200.0,1024.0
Andy Hilbert,Centre,180,88,27.2,307,42.0,62.0,625.0
Andy McDonald,Centre,178,79,24.9,685,182.0,307.0,1666.0
Andy Roach,Defence,180,82,25.3,5,1.0,2.0,2.0
Andy Sutton,Defence,198,111,28.3,645,38.0,109.0,663.0
Andy Wozniewski,Defence,196,102,26.6,79,2.0,10.0,51.0
Anson Carter,Right_wing,185,95,27.8,503,151.0,169.0,950.0
Anssi Salmela,Defence,185,91,26.6,112,4.0,17.0,139.0
Anthony Peluso,Right_wing,190,102,28.2,148,4.0,10.0,68.0
Anthony Stewart,Right_wing,190,104,28.8,262,27.0,44.0,306.0
Antoine Vermette,Centre,185,90,26.3,1046,228.0,287.0,1836.0
Anton Babchuk,Defence,196,96,25.0,289,36.0,71.0,442.0
Anton Klementyev,Defence,185,90,26.3,1,0.0,0.0,0.0
Anton Rodin,Right_wing,180,88,27.2,3,0.0,1.0,2.0
Anton Stralman,Defence,180,86,26.5,818,52.0,209.0,1181.0
Anton Volchenkov,Defence,185,102,29.8,696,19.0,114.0,719.0
Antti Aalto,Centre,188,98,27.7,75,8.0,12.0,120.0
Antti Laaksonen,Left_wing,183,82,24.5,472,80.0,85.0,646.0
Antti Miettinen,Right_wing,183,86,25.7,539,97.0,133.0,1014.0
Antti Niemi,Defence,185,91,26.6,29,1.0,1.0,18.0
Antti Pihlstrom,Left_wing,180,86,26.5,54,2.0,5.0,89.0
Anze Kopitar,Centre,190,102,28.2,1073,333.0,617.0,2600.0
Aris Brimanis,Defence,188,96,27.2,92,2.0,9.0,87.0
Arron Asham,Right_wing,180,93,28.7,782,94.0,114.0,854.0
Artem Anisimov,Centre,193,90,24.2,752,178.0,189.0,1350.0
Artem Chubarov,Centre,185,93,27.2,228,25.0,33.0,297.0
Arturs Kulda,Defence,188,98,27.7,15,0.0,2.0,16.0
Austin Watson,Left_wing,193,93,25.0,306,36.0,41.0,359.0
B.J. Crombeen,Right_wing,188,95,26.9,445,34.0,46.0,569.0
B.J. Young,Right_wing,178,81,25.6,1,0.0,0.0,1.0
Barret Jackman,Defence,183,92,27.5,876,29.0,157.0,881.0
Barrett Heisten,Centre,185,86,25.1,10,0.0,0.0,7.0
Barrie Moore,Left_wing,180,79,24.4,1,0.0,0.0,2.0
Barry Richter,Defence,188,91,25.8,25,0.0,2.0,13.0
Barry Tallackson,Right_wing,196,95,24.7,20,1.0,1.0,16.0
Bates Battaglia,Left_wing,188,93,26.3,487,71.0,103.0,679.0
Ben Chiarot,Defence,190,99,27.4,374,21.0,64.0,458.0
Ben Clymer,Right_wing,185,90,26.3,438,52.0,77.0,700.0
Ben Eager,Left_wing,188,109,30.8,407,43.0,42.0,404.0
Ben Guite,Right_wing,185,92,26.9,175,19.0,26.0,236.0
Ben Hanowski,Left_wing,188,88,24.9,16,1.0,2.0,14.0
Ben Lovejoy,Defence,185,93,27.2,544,20.0,81.0,717.0
Ben Maxwell,Centre,185,86,25.1,47,2.0,6.0,31.0
Ben Ondrus,Right_wing,180,94,29.0,52,0.0,2.0,30.0
Ben Simon,Centre,183,88,26.3,81,3.0,1.0,51.0
Ben Smith,Right_wing,180,90,27.8,237,29.0,25.0,254.0
Ben Walter,Centre,185,86,25.1,24,1.0,0.0,14.0
Benn Ferriero,Centre,180,85,26.2,98,14.0,9.0,170.0
Benoit Brunet,Left_wing,183,92,27.5,146,26.0,40.0,236.0
Benoit Dusablon,Centre,188,95,26.9,3,0.0,0.0,3.0
Benoit Gratton,Centre,180,82,25.3,36,2.0,6.0,28.0
Benoit Hogue,Left_wing,178,88,27.8,119,13.0,25.0,116.0
Benoit Pouliot,Left_wing,190,93,25.8,625,130.0,133.0,967.0
Bert Robertsson,Defence,190,93,25.8,54,0.0,4.0,31.0
Bill Bowler,Centre,175,82,26.8,9,0.0,2.0,3.0
Bill Guerin,Right_wing,188,100,28.3,763,278.0,271.0,2439.0
Bill Houlder,Defence,188,98,27.7,316,9.0,38.0,262.0
Bill Huard,Left_wing,185,98,28.6,1,0.0,0.0,0.0
Bill Lindsay,Left_wing,185,95,27.8,267,14.0,37.0,312.0
Bill Muckalt,Right_wing,185,93,27.2,183,24.0,37.0,255.0
Bill Sweatt,Left_wing,183,86,25.7,3,0.0,0.0,2.0
Bill Thomas,Right_wing,185,84,24.5,87,16.0,12.0,143.0
Billy Tibbetts,Centre,183,93,27.8,82,2.0,8.0,70.0
Bjorn Melin,Right_wing,185,93,27.2,3,1.0,0.0,1.0
Blair Atcheynum,Right_wing,188,90,25.5,66,6.0,9.0,66.0
Blair Betts,Centre,190,95,26.3,477,41.0,37.0,537.0
Blair Jones,Centre,188,98,27.7,132,7.0,10.0,147.0
Blake Bellefeuille,Centre,178,96,30.3,5,0.0,1.0,2.0
Blake Comeau,Left_wing,185,92,26.9,852,136.0,183.0,1444.0
Blake Geoffrion,Left_wing,185,88,25.7,55,8.0,5.0,53.0
Blake Sloan,Right_wing,178,89,28.1,276,11.0,32.0,258.0
Blake Wheeler,Right_wing,196,102,26.6,931,264.0,497.0,2466.0
Bob Bassen,Centre,178,86,27.1,27,1.0,3.0,26.0
Bob Boughner,Defence,183,93,27.8,374,10.0,36.0,255.0
Bob Corkum,Centre,188,98,27.7,195,15.0,18.0,191.0
Bob Probert,Left_wing,190,102,28.2,209,12.0,26.0,116.0
Bob Rouse,Defence,188,100,28.3,26,0.0,1.0,20.0
Bob Wren,Centre,178,84,26.5,2,0.0,0.0,0.0
Bobby Allen,Defence,185,98,28.6,51,0.0,3.0,24.0
Bobby Butler,Right_wing,183,88,26.3,130,20.0,29.0,207.0
Bobby Dollas,Defence,188,96,27.2,71,4.0,8.0,47.0
Bobby Holik,Centre,193,104,27.9,676,149.0,197.0,1731.0
Bobby Ryan,Right_wing,188,95,26.9,833,254.0,301.0,2064.0
Bobby Sanguinetti,Defence,190,86,23.8,45,2.0,4.0,58.0
Boris Mironov,Defence,193,101,27.1,319,27.0,82.0,615.0
Boris Valabik,Defence,201,116,28.7,80,0.0,7.0,43.0
Boyd Devereaux,Left_wing,188,88,24.9,528,60.0,100.0,679.0
Boyd Gordon,Centre,183,91,27.2,706,56.0,105.0,823.0
Boyd Kane,Left_wing,188,103,29.1,31,0.0,3.0,16.0
Bracken Kearns,Centre,183,91,27.2,35,3.0,3.0,40.0
Brad Bombardir,Defence,185,93,27.2,257,6.0,34.0,231.0
Brad Boyes,Right_wing,183,88,26.3,822,211.0,294.0,1796.0
Brad Brown,Defence,193,99,26.6,256,1.0,20.0,82.0
Brad Chartrand,Centre,180,87,26.9,215,25.0,25.0,233.0
Brad DeFauw,Left_wing,188,100,28.3,9,3.0,0.0,19.0
Brad Fast,Defence,183,84,25.1,1,1.0,0.0,4.0
Brad Ference,Defence,190,91,25.2,250,4.0,30.0,169.0
Brad Isbister,Right_wing,193,105,28.2,443,93.0,104.0,824.0
Brad Larsen,Left_wing,183,95,28.4,293,19.0,29.0,214.0
Brad Leeb,Right_wing,180,85,26.2,5,0.0,0.0,5.0
Brad Lukowich,Defence,185,93,27.2,640,22.0,87.0,444.0
Brad Marchand,Left_wing,175,82,26.8,751,290.0,356.0,1842.0
Brad May,Left_wing,185,100,29.2,523,45.0,58.0,523.0
Brad Mills,Centre,183,88,26.3,34,1.0,1.0,26.0
Brad Moran,Centre,180,85,26.2,8,1.0,2.0,9.0
Brad Norton,Defence,193,97,26.0,124,3.0,8.0,46.0
Brad Ralph,Left_wing,188,90,25.5,1,0.0,0.0,0.0
Brad Richards,Centre,183,89,26.6,1126,298.0,634.0,3451.0
Brad Richardson,Centre,183,89,26.6,808,106.0,136.0,1227.0
Brad Smyth,Right_wing,183,91,27.2,16,4.0,1.0,26.0
Brad Staubitz,Right_wing,185,98,28.6,230,10.0,11.0,107.0
Brad Stuart,Defence,188,98,27.7,1056,80.0,255.0,1546.0
Brad Tapper,Right_wing,183,82,24.5,71,14.0,11.0,123.0
Brad Tiley,Defence,185,90,26.3,2,0.0,0.0,1.0
Brad Werenka,Defence,185,102,29.8,106,5.0,13.0,85.0
Brad Winchester,Left_wing,196,104,27.1,390,37.0,31.0,434.0
Brady Murray,Centre,175,75,24.5,4,1.0,0.0,2.0
Brandon Bochenski,Right_wing,185,89,26.0,156,28.0,40.0,264.0
Brandon Bollig,Left_wing,188,101,28.6,241,10.0,13.0,282.0
Brandon Davidson,Defence,188,94,26.6,174,9.0,14.0,199.0
Brandon Dubinsky,Centre,188,98,27.7,823,153.0,285.0,1625.0
Brandon Gormley,Defence,188,89,25.2,58,2.0,3.0,54.0
Brandon Kozun,Right_wing,173,73,24.4,20,2.0,2.0,8.0
Brandon Mashinter,Left_wing,193,100,26.9,64,4.0,1.0,35.0
Brandon McMillan,Left_wing,180,86,26.5,171,14.0,22.0,191.0
Brandon Nolan,Centre,178,84,26.5,6,0.0,1.0,2.0
Brandon Pirri,Centre,183,84,25.1,275,72.0,49.0,572.0
Brandon Prust,Right_wing,188,88,24.9,486,40.0,75.0,408.0
Brandon Reid,Centre,175,86,28.1,13,2.0,4.0,25.0
Brandon Segal,Right_wing,188,98,27.7,103,11.0,11.0,105.0
Brandon Smith,Defence,185,89,26.0,28,3.0,4.0,27.0
Brandon Sutter,Centre,190,86,23.8,727,143.0,134.0,1377.0
Brandon Yip,Right_wing,185,91,26.6,174,29.0,27.0,269.0
Branislav Mezei,Defence,196,107,27.9,240,5.0,19.0,144.0
Branko Radivojevic,Right_wing,183,94,28.1,393,52.0,68.0,526.0
Brantt Myhres,Left_wing,190,100,27.7,39,0.0,1.0,3.0
Brayden Irwin,Centre,196,98,25.5,2,0.0,0.0,3.0
Brayden McNabb,Defence,193,98,26.3,466,18.0,72.0,490.0
Brayden Schenn,Centre,185,86,25.1,658,179.0,251.0,1384.0
Braydon Coburn,Defence,196,103,26.8,964,49.0,183.0,1280.0
Brendan Bell,Defence,188,96,27.2,102,7.0,21.0,127.0
Brendan Gallagher,Right_wing,175,83,27.1,547,173.0,161.0,1748.0
Brendan Mikkelson,Defence,190,93,25.8,131,1.0,9.0,99.0
Brendan Morrison,Centre,180,84,25.9,847,182.0,364.0,1483.0
Brendan Ranford,Left_wing,178,86,27.1,1,0.0,0.0,0.0
Brendan Shanahan,Left_wing,190,100,27.7,655,262.0,291.0,2304.0
Brendan Smith,Defence,188,91,25.8,478,24.0,76.0,545.0
Brendan Witt,Defence,188,101,28.6,680,17.0,79.0,688.0
Brenden Morrow,Left_wing,183,93,27.8,991,265.0,310.0,1670.0
Brendon Nash,Defence,190,96,26.6,2,0.0,0.0,2.0
Brent Burns,Defence,196,104,27.1,1113,210.0,484.0,3096.0
Brent Gilchrist,Left_wing,180,82,25.3,170,9.0,18.0,202.0
Brent Regner,Defence,180,86,26.5,7,0.0,0.0,7.0
Brent Seabrook,Defence,190,100,27.7,1114,103.0,361.0,1996.0
Brent Sopel,Defence,188,93,26.3,654,43.0,174.0,951.0
Bret Hedican,Defence,188,95,26.9,597,34.0,128.0,709.0
Brett Bellemore,Defence,193,102,27.4,121,4.0,16.0,83.0
Brett Bulmer,Right_wing,193,94,25.2,17,0.0,3.0,16.0
Brett Carson,Defence,193,95,25.5,90,2.0,11.0,65.0
Brett Clark,Defence,183,88,26.3,587,42.0,139.0,763.0
Brett Connolly,Right_wing,188,88,24.9,496,98.0,90.0,698.0
Brett Festerling,Defence,185,95,27.8,88,0.0,8.0,42.0
Brett Harkins,Centre,188,84,23.8,25,2.0,12.0,9.0
Brett Hauer,Defence,188,95,26.9,8,0.0,2.0,10.0
Brett Hull,Right_wing,180,93,28.7,408,155.0,191.0,1159.0
Brett Lebda,Defence,175,88,28.7,397,20.0,56.0,467.0
Brett Lysak,Centre,183,86,25.7,2,0.0,0.0,0.0
Brett MacLean,Left_wing,188,89,25.2,18,2.0,3.0,22.0
Brett McLean,Centre,180,84,25.9,385,56.0,106.0,629.0
Brett Skinner,Defence,185,88,25.7,11,0.0,0.0,5.0
Brett Sterling,Left_wing,170,79,27.3,30,5.0,4.0,44.0
Brett Sutter,Centre,183,91,27.2,60,2.0,8.0,53.0
Brian Bonin,Left_wing,178,84,26.5,7,0.0,0.0,7.0
Brian Boyle,Centre,198,111,28.3,805,130.0,101.0,1391.0
Brian Campbell,Defence,178,87,27.5,1082,87.0,417.0,1452.0
Brian Dumoulin,Defence,193,94,25.2,347,11.0,71.0,422.0
Brian Fahey,Defence,185,99,28.9,7,0.0,1.0,4.0
Brian Gionta,Right_wing,170,81,28.0,1026,291.0,304.0,2770.0
Brian Holzinger,Centre,180,86,26.5,254,30.0,65.0,330.0
Brian Lashoff,Defence,190,99,27.4,136,2.0,13.0,80.0
Brian Lee,Defence,190,93,25.8,209,5.0,31.0,159.0
Brian Leetch,Defence,183,86,25.7,398,70.0,203.0,1053.0
Brian McGrattan,Right_wing,193,107,28.7,317,10.0,17.0,207.0
Brian Pothier,Defence,183,90,26.9,362,26.0,92.0,571.0
Brian Rafalski,Defence,178,88,27.8,833,79.0,436.0,1533.0
Brian Rolston,Left_wing,188,95,26.9,919,264.0,323.0,2973.0
Brian Salcido,Defence,188,92,26.0,2,0.0,1.0,1.0
Brian Savage,Left_wing,185,91,26.6,360,89.0,88.0,737.0
Brian Skrudland,Centre,183,88,26.3,22,1.0,2.0,16.0
Brian Strait,Defence,185,93,27.2,187,6.0,23.0,162.0
Brian Sutherby,Centre,188,93,26.3,460,41.0,49.0,434.0
Brian Swanson,Centre,178,84,26.5,70,4.0,13.0,82.0
Brian Willsie,Right_wing,185,88,25.7,381,52.0,57.0,603.0
Brock Nelson,Centre,190,97,26.9,548,150.0,145.0,1154.0
Brock Trotter,Centre,178,82,25.9,2,0.0,0.0,6.0
Brodie Dupont,Centre,188,96,27.2,1,0.0,0.0,1.0
Brooks Laich,Centre,188,95,26.9,776,134.0,198.0,1469.0
Brooks Orpik,Defence,190,100,27.7,1035,18.0,176.0,768.0
Bruce Gardiner,Right_wing,185,88,25.7,131,12.0,25.0,118.0
Bruno Gervais,Defence,185,93,27.2,418,16.0,71.0,441.0
Bruno St. Jacques,Defence,188,98,27.7,67,3.0,7.0,41.0
Bryan Adams,Left_wing,180,84,25.9,11,0.0,1.0,4.0
Bryan Allen,Defence,196,101,26.3,721,29.0,107.0,692.0
Bryan Berard,Defence,188,99,28.0,393,45.0,150.0,873.0
Bryan Bickell,Left_wing,193,101,27.1,395,66.0,70.0,564.0
Bryan Helmer,Defence,185,94,27.5,106,8.0,14.0,110.0
Bryan Lerg,Left_wing,178,79,24.9,8,1.0,0.0,12.0
Bryan Little,Centre,183,87,26.0,843,217.0,304.0,1649.0
Bryan Marchment,Defence,185,91,26.6,389,13.0,52.0,348.0
Bryan McCabe,Defence,188,100,28.3,820,119.0,313.0,1717.0
Bryan Muir,Defence,193,100,26.9,213,15.0,33.0,269.0
Bryan Rodney,Defence,183,93,27.8,34,1.0,12.0,30.0
Bryan Smolinski,Centre,185,98,28.6,612,143.0,219.0,1318.0
Bryan Young,Defence,185,87,25.4,17,0.0,0.0,2.0
Bryce Lampman,Defence,185,93,27.2,10,0.0,0.0,8.0
Bryce Salvador,Defence,190,98,27.1,786,24.0,86.0,555.0
Bubba Berenzweig,Defence,185,98,28.6,37,3.0,7.0,35.0
Bud Holloway,Centre,183,88,26.3,1,0.0,0.0,1.0
Burke Henry,Defence,190,91,25.2,39,2.0,6.0,56.0
Byron Bitz,Right_wing,196,98,25.5,97,10.0,12.0,95.0
Byron Froese,Centre,183,93,27.8,110,5.0,11.0,119.0
Byron Ritchie,Centre,178,86,27.1,321,25.0,33.0,320.0
Cal Clutterbuck,Right_wing,180,99,30.6,824,120.0,116.0,1433.0
Cal O'Reilly,Centre,183,85,25.4,145,16.0,33.0,104.0
Cale Hulse,Defence,190,100,27.7,393,7.0,42.0,435.0
Calle Johansson,Defence,180,92,28.4,259,19.0,72.0,395.0
Calvin de Haan,Defence,185,89,26.0,407,14.0,87.0,571.0
Cam Barker,Defence,190,101,28.0,310,21.0,75.0,385.0
Cam Fowler,Defence,185,94,27.5,679,67.0,234.0,1109.0
Cam Janssen,Right_wing,183,98,29.3,336,6.0,8.0,105.0
Cam Paddock,Centre,185,87,25.4,16,2.0,1.0,17.0
Cam Severson,Defence,185,102,29.8,37,3.0,0.0,27.0
Cam Stewart,Left_wing,180,89,27.5,119,13.0,16.0,113.0
Cameron Gaunce,Defence,188,93,26.3,37,3.0,6.0,28.0
Cameron Mann,Right_wing,183,88,26.3,51,9.0,7.0,70.0
Carl Corazzini,Centre,175,80,26.1,19,2.0,1.0,21.0
Carl Gunnarsson,Defence,188,89,25.2,617,30.0,106.0,527.0
Carl Klingberg,Left_wing,190,93,25.8,12,1.0,0.0,10.0
Carl Sneep,Defence,190,100,27.7,1,0.0,1.0,0.0
Carl Soderberg,Centre,190,95,26.3,552,103.0,177.0,1062.0
Carlo Colaiacovo,Defence,185,91,26.6,470,34.0,123.0,523.0
Carsen Germyn,Centre,180,86,26.5,4,0.0,0.0,5.0
Carson McMillan,Right_wing,185,89,26.0,16,2.0,3.0,13.0
Carter Ashton,Right_wing,190,98,27.1,54,0.0,3.0,49.0
Carter Bancks,Left_wing,180,82,25.3,2,0.0,0.0,0.0
Casey Borer,Defence,188,93,26.3,16,1.0,2.0,5.0
Casey Cizikas,Centre,178,91,28.7,534,74.0,97.0,644.0
Casey Hankinson,Left_wing,185,89,26.0,18,0.0,1.0,16.0
Casey Wellman,Centre,183,83,24.8,54,6.0,10.0,78.0
Chad Kilger,Left_wing,193,101,27.1,507,78.0,77.0,635.0
Chad Kolarik,Centre,178,82,25.9,6,0.0,1.0,6.0
Chad LaRose,Right_wing,178,82,25.9,508,85.0,95.0,1022.0
Chad Rau,Centre,180,83,25.6,9,2.0,0.0,7.0
Chad Wiseman,Left_wing,185,93,27.2,9,1.0,1.0,5.0
Charles Linglet,Left_wing,188,95,26.9,5,0.0,0.0,7.0
